customer_id,customer_age,gender,location,join_date
120,44,Male,New York,2020-06-22 21:56:02.162162162
121,44,Female,Illinois,2020-06-24 09:00:32.432432432
122,24,Female,New York,2020-06-25 20:05:02.702702702
123,51,Female,Florida,2020-06-27 07:09:32.972972972
124,18,Male,Florida,2020-06-28 18:14:03.243243242
125,42,Female,California,2020-06-30 05:18:33.513513512
126,61,Male,California,2020-07-01 16:23:03.783783784
127,23,Male,California,2020-07-03 03:27:34.054054054
128,28,Female,Florida,2020-07-04 14:32:04.324324324
129,36,Female,New York,2020-07-06 01:36:34.594594594
130,28,Male,New York,2020-07-07 12:41:04.864864864
131,18,Female,California,2020-07-08 23:45:35.135135134
132,35,Male,Illinois,2020-07-10 10:50:05.405405404
133,22,Male,New York,2020-07-11 21:54:35.675675676
134,40,Female,Florida,2020-07-13 08:59:05.945945946
135,23,Female,Texas,2020-07-14 20:03:36.216216216
136,53,Male,Texas,2020-07-16 07:08:06.486486486
137,25,Male,Texas,2020-07-17 18:12:36.756756756
138,31,Male,Illinois,2020-07-19 05:17:07.027027026
139,44,Male,California,2020-07-20 16:21:37.297297296
140,20,Female,Florida,2020-07-22 03:26:07.567567566
141,37,Female,Illinois,2020-07-23 14:30:37.837837838
142,50,Female,Florida,2020-07-25 01:35:08.108108108
143,18,Female,Florida,2020-07-26 12:39:38.378378378
144,37,Female,California,2020-07-27 23:44:08.648648648
145,38,Male,Texas,2020-07-29 10:48:38.918918920
146,44,Female,California,2020-07-30 21:53:09.189189188
147,20,Female,Illinois,2020-08-01 08:57:39.459459460
148,19,Female,Illinois,2020-08-02 20:02:09.729729728
149,41,Female,Illinois,2020-08-04 07:06:40.000000000
150,38,Female,California,2020-08-05 18:11:10.270270268
151,38,Male,Florida,2020-08-07 05:15:40.540540540
152,39,Male,Florida,2020-08-08 16:20:10.810810812
153,26,Male,New York,2020-08-10 03:24:41.081081080
154,37,Female,Illinois,2020-08-11 14:29:11.351351352
155,38,Male,Florida,2020-08-13 01:33:41.621621620
156,26,Male,New York,2020-08-14 12:38:11.891891892
157,57,Female,Florida,2020-08-15 23:42:42.162162160
158,40,Female,Illinois,2020-08-17 10:47:12.432432432
159,20,Female,Texas,2020-08-18 21:51:42.702702700
160,42,Male,Illinois,2020-08-20 08:56:12.972972972
161,23,Male,California,2020-08-21 20:00:43.243243244
162,44,Female,Florida,2020-08-23 07:05:13.513513512
163,48,Female,Florida,2020-08-24 18:09:43.783783784
164,25,Male,California,2020-08-26 05:14:14.054054052
165,46,Male,California,2020-08-27 16:18:44.324324324
166,39,Female,Texas,2020-08-29 03:23:14.594594592
167,44,Female,Florida,2020-08-30 14:27:44.864864864
168,57,Male,Florida,2020-09-01 01:32:15.135135136
169,32,Female,Texas,2020-09-02 12:36:45.405405404
170,25,Male,New York,2020-09-03 23:41:15.675675676
171,24,Male,Texas,2020-09-05 10:45:45.945945944
172,25,Male,Illinois,2020-09-06 21:50:16.216216216
173,34,Male,Florida,2020-09-08 08:54:46.486486484
174,39,Female,California,2020-09-09 19:59:16.756756756
175,38,Female,Illinois,2020-09-11 07:03:47.027027028
176,44,Male,Florida,2020-09-12 18:08:17.297297296
177,35,Male,Texas,2020-09-14 05:12:47.567567568
178,52,Male,Illinois,2020-09-15 16:17:17.837837836
179,31,Male,Florida,2020-09-17 03:21:48.108108108
180,67,Male,New York,2020-09-18 14:26:18.378378376
181,42,Female,New York,2020-09-20 01:30:48.648648648
182,24,Female,California,2020-09-21 12:35:18.918918920
183,22,Female,Florida,2020-09-22 23:39:49.189189188
184,40,Female,New York,2020-09-24 10:44:19.459459460
185,32,Male,Texas,2020-09-25 21:48:49.729729728
186,43,Male,Florida,2020-09-27 08:53:20.000000000
187,40,Male,Texas,2020-09-28 19:57:50.270270268
188,34,Male,Texas,2020-09-30 07:02:20.540540540
189,24,Male,New York,2020-10-01 18:06:50.810810808
190,18,Female,Florida,2020-10-03 05:11:21.081081080
191,29,Male,Illinois,2020-10-04 16:15:51.351351352
192,45,Female,New York,2020-10-06 03:20:21.621621620
193,37,Female,New York,2020-10-07 14:24:51.891891892
194,20,Female,Florida,2020-10-09 01:29:22.162162160
195,37,Female,Florida,2020-10-10 12:33:52.432432432
196,39,Male,Texas,2020-10-11 23:38:22.702702700
197,24,Female,Florida,2020-10-13 10:42:52.972972972
198,36,Female,Texas,2020-10-14 21:47:23.243243244
199,35,Female,New York,2020-10-16 08:51:53.513513512
200,21,Male,California,2020-10-17 19:56:23.783783784
201,39,Male,Illinois,2020-10-19 07:00:54.054054052
202,41,Male,New York,2020-10-20 18:05:24.324324324
203,47,Female,Florida,2020-10-22 05:09:54.594594592
204,47,Female,Illinois,2020-10-23 16:14:24.864864864
205,18,Male,California,2020-10-25 03:18:55.135135136
206,23,Female,California,2020-10-26 14:23:25.405405404
207,41,Male,Texas,2020-10-28 01:27:55.675675676
208,41,Male,Illinois,2020-10-29 12:32:25.945945944
209,41,Female,Texas,2020-10-30 23:36:56.216216216
210,80,Female,New York,2020-11-01 10:41:26.486486484
211,41,Female,Illinois,2020-11-02 21:45:56.756756756
212,48,Female,New York,2020-11-04 08:50:27.027027028
213,46,Male,Texas,2020-11-05 19:54:57.297297296
214,42,Male,Illinois,2020-11-07 06:59:27.567567568
215,31,Male,Texas,2020-11-08 18:03:57.837837836
216,44,Male,Illinois,2020-11-10 05:08:28.108108108
217,25,Male,Texas,2020-11-11 16:12:58.378378376
218,32,Female,California,2020-11-13 03:17:28.648648648
219,29,Male,Texas,2020-11-14 14:21:58.918918916
220,35,Male,California,2020-11-16 01:26:29.189189188
221,62,Male,Texas,2020-11-17 12:30:59.459459460
222,18,Female,Illinois,2020-11-18 23:35:29.729729728
223,43,Female,Illinois,2020-11-20 10:40:00.000000000
224,18,Female,Illinois,2020-11-21 21:44:30.270270268
225,29,Female,Florida,2020-11-23 08:49:00.540540540
226,48,Male,New York,2020-11-24 19:53:30.810810808
227,35,Male,Illinois,2020-11-26 06:58:01.081081080
228,22,Female,California,2020-11-27 18:02:31.351351352
229,26,Female,Illinois,2020-11-29 05:07:01.621621620
230,43,Male,Florida,2020-11-30 16:11:31.891891892
231,26,Male,California,2020-12-02 03:16:02.162162160
232,37,Female,Florida,2020-12-03 14:20:32.432432432
233,35,Female,California,2020-12-05 01:25:02.702702700
234,27,Female,Texas,2020-12-06 12:29:32.972972972
235,60,Female,New York,2020-12-07 23:34:03.243243244
236,42,Male,New York,2020-12-09 10:38:33.513513512
237,18,Male,Florida,2020-12-10 21:43:03.783783784
238,37,Male,New York,2020-12-12 08:47:34.054054052
239,27,Female,Florida,2020-12-13 19:52:04.324324324
240,45,Female,Florida,2020-12-15 06:56:34.594594592
241,25,Male,Florida,2020-12-16 18:01:04.864864864
242,33,Male,New York,2020-12-18 05:05:35.135135136
243,41,Male,Florida,2020-12-19 16:10:05.405405404
244,45,Male,New York,2020-12-21 03:14:35.675675676
245,20,Female,Florida,2020-12-22 14:19:05.945945944
246,30,Male,Illinois,2020-12-24 01:23:36.216216216
247,29,Male,Florida,2020-12-25 12:28:06.486486484
248,27,Male,California,2020-12-26 23:32:36.756756756
249,56,Male,Florida,2020-12-28 10:37:07.027027024
250,39,Male,Texas,2020-12-29 21:41:37.297297296
251,19,Male,Florida,2020-12-31 08:46:07.567567568
252,46,Male,California,2021-01-01 19:50:37.837837836
253,60,Female,California,2021-01-03 06:55:08.108108108
254,47,Female,New York,2021-01-04 17:59:38.378378376
255,18,Female,Illinois,2021-01-06 05:04:08.648648648
256,29,Female,Florida,2021-01-07 16:08:38.918918916
257,50,Male,New York,2021-01-09 03:13:09.189189188
258,26,Female,Illinois,2021-01-10 14:17:39.459459460
259,40,Female,Florida,2021-01-12 01:22:09.729729728
260,44,Male,Texas,2021-01-13 12:26:40.000000000
261,23,Male,Florida,2021-01-14 23:31:10.270270268
262,34,Female,California,2021-01-16 10:35:40.540540540
263,18,Female,California,2021-01-17 21:40:10.810810808
264,22,Male,Texas,2021-01-19 08:44:41.081081080
265,31,Female,New York,2021-01-20 19:49:11.351351352
266,20,Male,Illinois,2021-01-22 06:53:41.621621620
267,54,Male,Florida,2021-01-23 17:58:11.891891892
268,18,Male,California,2021-01-25 05:02:42.162162160
269,29,Male,New York,2021-01-26 16:07:12.432432432
270,36,Female,Texas,2021-01-28 03:11:42.702702700
271,52,Male,California,2021-01-29 14:16:12.972972972
272,18,Male,Texas,2021-01-31 01:20:43.243243240
273,48,Female,Florida,2021-02-01 12:25:13.513513512
274,35,Male,Illinois,2021-02-02 23:29:43.783783784
275,23,Female,California,2021-02-04 10:34:14.054054052
276,40,Female,California,2021-02-05 21:38:44.324324324
277,37,Female,Florida,2021-02-07 08:43:14.594594592
278,27,Male,New York,2021-02-08 19:47:44.864864864
279,35,Female,Illinois,2021-02-10 06:52:15.135135132
280,30,Female,California,2021-02-11 17:56:45.405405404
281,36,Male,Illinois,2021-02-13 05:01:15.675675676
282,42,Female,California,2021-02-14 16:05:45.945945944
283,54,Female,Illinois,2021-02-16 03:10:16.216216216
284,20,Female,Texas,2021-02-17 14:14:46.486486484
285,60,Female,California,2021-02-19 01:19:16.756756756
286,18,Female,Illinois,2021-02-20 12:23:47.027027024
287,33,Male,New York,2021-02-21 23:28:17.297297296
288,42,Female,Texas,2021-02-23 10:32:47.567567568
289,38,Female,Texas,2021-02-24 21:37:17.837837840
290,27,Male,New York,2021-02-26 08:41:48.108108104
291,32,Male,Illinois,2021-02-27 19:46:18.378378376
292,29,Male,Florida,2021-03-01 06:50:48.648648648
293,27,Female,New York,2021-03-02 17:55:18.918918920
294,45,Male,Illinois,2021-03-04 04:59:49.189189184
295,39,Female,New York,2021-03-05 16:04:19.459459456
296,26,Female,New York,2021-03-07 03:08:49.729729728
297,45,Male,California,2021-03-08 14:13:20.000000000
298,38,Male,Illinois,2021-03-10 01:17:50.270270272
299,44,Female,Florida,2021-03-11 12:22:20.540540536
300,42,Male,California,2021-03-12 23:26:50.810810808
301,25,Female,New York,2021-03-14 10:31:21.081081080
302,28,Male,New York,2021-03-15 21:35:51.351351352
303,43,Male,New York,2021-03-17 08:40:21.621621624
304,42,Male,Illinois,2021-03-18 19:44:51.891891888
305,34,Female,Illinois,2021-03-20 06:49:22.162162160
306,36,Male,California,2021-03-21 17:53:52.432432432
307,50,Female,Florida,2021-03-23 04:58:22.702702704
308,27,Female,California,2021-03-24 16:02:52.972972968
309,41,Female,Texas,2021-03-26 03:07:23.243243240
310,32,Female,New York,2021-03-27 14:11:53.513513512
311,32,Male,New York,2021-03-29 01:16:23.783783784
312,48,Female,New York,2021-03-30 12:20:54.054054056
313,44,Female,California,2021-03-31 23:25:24.324324320
314,44,Male,California,2021-04-02 10:29:54.594594592
315,50,Female,New York,2021-04-03 21:34:24.864864864
316,35,Male,California,2021-04-05 08:38:55.135135136
317,43,Female,Illinois,2021-04-06 19:43:25.405405400
318,31,Male,Illinois,2021-04-08 06:47:55.675675672
319,38,Female,California,2021-04-09 17:52:25.945945944
320,33,Male,New York,2021-04-11 04:56:56.216216216
321,36,Female,California,2021-04-12 16:01:26.486486488
322,42,Female,California,2021-04-14 03:05:56.756756752
323,25,Male,California,2021-04-15 14:10:27.027027024
324,60,Male,Texas,2021-04-17 01:14:57.297297296
325,22,Male,Illinois,2021-04-18 12:19:27.567567568
326,20,Male,Florida,2021-04-19 23:23:57.837837840
327,48,Female,Florida,2021-04-21 10:28:28.108108104
328,44,Female,Texas,2021-04-22 21:32:58.378378376
329,42,Male,California,2021-04-24 08:37:28.648648648
330,42,Female,Texas,2021-04-25 19:41:58.918918920
331,34,Male,Texas,2021-04-27 06:46:29.189189184
332,24,Male,New York,2021-04-28 17:50:59.459459456
333,35,Female,Illinois,2021-04-30 04:55:29.729729728
334,26,Female,Florida,2021-05-01 16:00:00.000000000
335,46,Female,California,2021-05-03 03:04:30.270270272
336,33,Female,Florida,2021-05-04 14:09:00.540540536
337,25,Female,Florida,2021-05-06 01:13:30.810810808
338,31,Female,Illinois,2021-05-07 12:18:01.081081080
339,39,Female,Florida,2021-05-08 23:22:31.351351352
340,28,Male,Florida,2021-05-10 10:27:01.621621624
341,25,Male,Texas,2021-05-11 21:31:31.891891888
342,37,Male,Illinois,2021-05-13 08:36:02.162162160
343,37,Male,New York,2021-05-14 19:40:32.432432432
344,28,Male,California,2021-05-16 06:45:02.702702704
345,29,Female,Florida,2021-05-17 17:49:32.972972968
346,37,Male,California,2021-05-19 04:54:03.243243240
347,18,Male,New York,2021-05-20 15:58:33.513513512
348,18,Male,California,2021-05-22 03:03:03.783783784
349,26,Male,New York,2021-05-23 14:07:34.054054056
350,32,Male,Texas,2021-05-25 01:12:04.324324320
351,38,Male,Florida,2021-05-26 12:16:34.594594592
352,52,Male,New York,2021-05-27 23:21:04.864864864
353,45,Female,California,2021-05-29 10:25:35.135135136
354,33,Female,Florida,2021-05-30 21:30:05.405405400
355,34,Male,Texas,2021-06-01 08:34:35.675675672
356,22,Female,Florida,2021-06-02 19:39:05.945945944
357,34,Female,New York,2021-06-04 06:43:36.216216216
358,31,Female,Texas,2021-06-05 17:48:06.486486488
359,38,Female,California,2021-06-07 04:52:36.756756752
360,25,Male,Texas,2021-06-08 15:57:07.027027024
361,41,Female,Texas,2021-06-10 03:01:37.297297296
362,53,Female,Illinois,2021-06-11 14:06:07.567567568
363,33,Female,Texas,2021-06-13 01:10:37.837837840
364,39,Male,Texas,2021-06-14 12:15:08.108108104
365,43,Male,Florida,2021-06-15 23:19:38.378378376
366,30,Male,California,2021-06-17 10:24:08.648648648
367,37,Male,Florida,2021-06-18 21:28:38.918918920
368,35,Male,Florida,2021-06-20 08:33:09.189189184
369,36,Male,New York,2021-06-21 19:37:39.459459456
370,25,Male,Florida,2021-06-23 06:42:09.729729728
371,35,Female,Illinois,2021-06-24 17:46:40.000000000
372,40,Female,Illinois,2021-06-26 04:51:10.270270272
373,52,Female,New York,2021-06-27 15:55:40.540540536
374,46,Male,California,2021-06-29 03:00:10.810810808
375,60,Male,California,2021-06-30 14:04:41.081081080
376,25,Male,Florida,2021-07-02 01:09:11.351351352
377,45,Male,Florida,2021-07-03 12:13:41.621621616
378,37,Male,Florida,2021-07-04 23:18:11.891891888
379,61,Female,California,2021-07-06 10:22:42.162162160
380,25,Female,Texas,2021-07-07 21:27:12.432432432
381,24,Male,Illinois,2021-07-09 08:31:42.702702704
382,27,Male,Texas,2021-07-10 19:36:12.972972968
383,18,Male,Texas,2021-07-12 06:40:43.243243240
384,28,Male,California,2021-07-13 17:45:13.513513512
385,25,Female,Texas,2021-07-15 04:49:43.783783784
386,36,Male,New York,2021-07-16 15:54:14.054054056
387,39,Male,Florida,2021-07-18 02:58:44.324324320
388,57,Male,New York,2021-07-19 14:03:14.594594592
389,46,Male,Illinois,2021-07-21 01:07:44.864864864
390,28,Female,Florida,2021-07-22 12:12:15.135135136
391,24,Male,Texas,2021-07-23 23:16:45.405405400
392,40,Male,Illinois,2021-07-25 10:21:15.675675672
393,19,Female,Florida,2021-07-26 21:25:45.945945944
394,56,Female,Texas,2021-07-28 08:30:16.216216216
395,49,Female,New York,2021-07-29 19:34:46.486486488
396,29,Male,Florida,2021-07-31 06:39:16.756756752
397,18,Male,Texas,2021-08-01 17:43:47.027027024
398,51,Female,New York,2021-08-03 04:48:17.297297296
399,33,Female,Illinois,2021-08-04 15:52:47.567567568
400,49,Female,Illinois,2021-08-06 02:57:17.837837832
401,18,Female,Illinois,2021-08-07 14:01:48.108108104
402,27,Female,Illinois,2021-08-09 01:06:18.378378376
403,35,Female,California,2021-08-10 12:10:48.648648648
404,35,Male,Florida,2021-08-11 23:15:18.918918920
405,29,Male,Florida,2021-08-13 10:19:49.189189184
406,42,Male,California,2021-08-14 21:24:19.459459456
407,22,Female,Texas,2021-08-16 08:28:49.729729728
408,33,Female,Texas,2021-08-17 19:33:20.000000000
409,36,Female,Illinois,2021-08-19 06:37:50.270270272
410,41,Female,New York,2021-08-20 17:42:20.540540536
411,43,Female,Texas,2021-08-22 04:46:50.810810808
412,21,Female,New York,2021-08-23 15:51:21.081081080
413,18,Male,Florida,2021-08-25 02:55:51.351351352
414,50,Male,New York,2021-08-26 14:00:21.621621616
415,38,Female,Florida,2021-08-28 01:04:51.891891888
416,26,Male,California,2021-08-29 12:09:22.162162160
417,53,Female,California,2021-08-30 23:13:52.432432432
418,36,Male,Illinois,2021-09-01 10:18:22.702702704
419,49,Female,Texas,2021-09-02 21:22:52.972972968
420,35,Female,Illinois,2021-09-04 08:27:23.243243240
421,59,Male,Florida,2021-09-05 19:31:53.513513512
422,56,Male,Illinois,2021-09-07 06:36:23.783783784
423,32,Female,New York,2021-09-08 17:40:54.054054056
424,46,Female,Florida,2021-09-10 04:45:24.324324320
425,42,Male,California,2021-09-11 15:49:54.594594592
426,51,Male,Texas,2021-09-13 02:54:24.864864864
427,23,Female,Florida,2021-09-14 13:58:55.135135136
428,43,Male,Florida,2021-09-16 01:03:25.405405400
429,47,Female,New York,2021-09-17 12:07:55.675675672
430,18,Female,Texas,2021-09-18 23:12:25.945945944
431,20,Female,California,2021-09-20 10:16:56.216216216
432,18,Female,Florida,2021-09-21 21:21:26.486486488
433,31,Male,Florida,2021-09-23 08:25:56.756756752
434,43,Male,New York,2021-09-24 19:30:27.027027024
435,53,Male,Illinois,2021-09-26 06:34:57.297297296
436,35,Male,California,2021-09-27 17:39:27.567567568
437,54,Male,Texas,2021-09-29 04:43:57.837837832
438,18,Male,Florida,2021-09-30 15:48:28.108108104
439,18,Male,Florida,2021-10-02 02:52:58.378378376
440,34,Female,California,2021-10-03 13:57:28.648648648
441,39,Male,Illinois,2021-10-05 01:01:58.918918920
442,34,Male,Florida,2021-10-06 12:06:29.189189184
443,18,Female,California,2021-10-07 23:10:59.459459456
444,33,Male,New York,2021-10-09 10:15:29.729729728
445,19,Male,Illinois,2021-10-10 21:20:00.000000000
446,43,Female,Texas,2021-10-12 08:24:30.270270272
447,39,Male,Florida,2021-10-13 19:29:00.540540536
448,23,Male,California,2021-10-15 06:33:30.810810808
449,28,Male,New York,2021-10-16 17:38:01.081081080
450,22,Female,Texas,2021-10-18 04:42:31.351351352
451,34,Male,California,2021-10-19 15:47:01.621621616
452,46,Male,California,2021-10-21 02:51:31.891891888
453,23,Female,Texas,2021-10-22 13:56:02.162162160
454,41,Male,New York,2021-10-24 01:00:32.432432432
455,28,Female,New York,2021-10-25 12:05:02.702702704
456,25,Female,Illinois,2021-10-26 23:09:32.972972968
457,33,Male,Florida,2021-10-28 10:14:03.243243240
458,22,Female,Texas,2021-10-29 21:18:33.513513512
459,28,Female,Texas,2021-10-31 08:23:03.783783784
460,20,Male,Texas,2021-11-01 19:27:34.054054048
461,58,Female,New York,2021-11-03 06:32:04.324324320
462,35,Female,Florida,2021-11-04 17:36:34.594594592
463,26,Male,Illinois,2021-11-06 04:41:04.864864864
464,37,Male,California,2021-11-07 15:45:35.135135136
465,33,Male,California,2021-11-09 02:50:05.405405400
466,32,Female,Texas,2021-11-10 13:54:35.675675672
467,42,Male,Florida,2021-11-12 00:59:05.945945944
468,44,Female,New York,2021-11-13 12:03:36.216216216
469,28,Female,Florida,2021-11-14 23:08:06.486486488
470,28,Female,Florida,2021-11-16 10:12:36.756756752
471,31,Female,New York,2021-11-17 21:17:07.027027024
472,18,Female,Texas,2021-11-19 08:21:37.297297296
473,18,Female,Florida,2021-11-20 19:26:07.567567568
474,51,Female,California,2021-11-22 06:30:37.837837832
475,54,Male,New York,2021-11-23 17:35:08.108108104
476,32,Male,Illinois,2021-11-25 04:39:38.378378376
477,41,Female,Texas,2021-11-26 15:44:08.648648648
478,38,Female,New York,2021-11-28 02:48:38.918918920
479,71,Male,Illinois,2021-11-29 13:53:09.189189184
480,48,Female,Illinois,2021-12-01 00:57:39.459459456
481,33,Male,Florida,2021-12-02 12:02:09.729729728
482,23,Male,Florida,2021-12-03 23:06:40.000000000
483,18,Male,Florida,2021-12-05 10:11:10.270270272
484,37,Female,New York,2021-12-06 21:15:40.540540536
485,25,Female,New York,2021-12-08 08:20:10.810810808
486,18,Male,Texas,2021-12-09 19:24:41.081081080
487,27,Male,Florida,2021-12-11 06:29:11.351351352
488,22,Male,Illinois,2021-12-12 17:33:41.621621616
489,55,Male,California,2021-12-14 04:38:11.891891888
490,45,Male,Texas,2021-12-15 15:42:42.162162160
491,34,Female,New York,2021-12-17 02:47:12.432432432
492,52,Male,Texas,2021-12-18 13:51:42.702702704
493,35,Female,Texas,2021-12-20 00:56:12.972972968
494,24,Male,Texas,2021-12-21 12:00:43.243243240
495,53,Female,Texas,2021-12-22 23:05:13.513513512
496,41,Female,California,2021-12-24 10:09:43.783783784
497,22,Female,Florida,2021-12-25 21:14:14.054054048
498,32,Female,Illinois,2021-12-27 08:18:44.324324320
499,24,Female,Texas,2021-12-28 19:23:14.594594592
500,18,Female,Texas,2021-12-30 06:27:44.864864864
501,46,Male,Texas,2021-12-31 17:32:15.135135136
502,57,Female,Florida,2022-01-02 04:36:45.405405400
503,18,Male,New York,2022-01-03 15:41:15.675675672
504,41,Female,New York,2022-01-05 02:45:45.945945944
505,27,Female,California,2022-01-06 13:50:16.216216216
