transaction_id,customer_id,product_id,quantity,unit_price,total_amount,transaction_date
126,826,33,2,76.93,153.86,2024-11-04
127,701,4,4,382.91,1531.64,2023-11-11
128,925,19,2,191.21,382.42,2023-06-17
129,339,1,1,359.39,359.39,2023-10-10
130,336,6,4,354.24,1416.96,2024-06-08
131,240,35,3,371.91,1115.73,2024-12-16
132,592,43,2,190.22,380.44,2023-03-30
133,660,31,4,307.8,1231.2,2024-03-03
134,151,2,4,336.53,1346.12,2023-01-22
135,883,37,4,325.97,1303.88,2024-06-02
136,206,3,2,483.36,966.72,2024-08-17
137,179,18,4,190.67,762.68,2024-04-08
138,840,33,1,76.93,76.93,2023-01-12
139,126,11,1,33.61,33.61,2023-10-10
140,140,17,2,112.35,224.7,2023-04-07
141,517,28,2,441.28,882.56,2023-03-10
142,118,33,2,76.93,153.86,2023-02-19
143,880,41,3,446.21,1338.6299999999999,2024-12-26
144,197,2,2,336.53,673.06,2024-07-12
145,679,4,1,382.91,382.91,2023-05-21
146,84,7,3,156.05,468.15000000000003,2023-08-03
147,526,23,3,412.87,1238.6100000000001,2023-05-08
148,822,29,4,115.71,462.84,2024-02-08
149,29,24,2,426.67,853.34,2024-12-14
150,361,8,2,61.63,123.26,2024-07-27
151,669,10,1,325.63,325.63,2023-11-18
152,518,5,4,475.88,1903.52,2023-11-14
153,681,5,2,475.88,951.76,2024-04-18
154,468,41,1,446.21,446.21,2024-11-19
155,204,7,3,156.05,468.15000000000003,2024-01-22
156,778,34,1,329.3,329.3,2023-07-27
157,514,24,2,426.67,853.34,2023-06-15
158,22,26,3,332.1,996.3000000000001,2024-03-14
159,295,27,1,241.42,241.42,2024-05-09
160,230,20,3,35.65,106.94999999999999,2024-07-06
161,950,20,4,35.65,142.6,2024-02-07
162,596,35,3,371.91,1115.73,2024-02-18
163,309,34,2,329.3,658.6,2023-05-14
164,719,27,2,241.42,482.84,2023-03-14
165,481,32,4,154.7,618.8,2023-11-22
166,745,36,3,164.66,493.98,2024-05-22
167,258,29,4,115.71,462.84,2023-03-06
168,595,26,1,332.1,332.1,2023-09-23
169,821,15,3,222.04,666.12,2024-10-23
170,947,48,1,419.39,419.39,2023-09-05
171,790,36,2,164.66,329.32,2024-02-18
172,25,45,4,64.64,258.56,2024-03-24
173,881,45,4,64.64,258.56,2023-01-07
174,817,9,4,393.09,1572.36,2023-03-24
175,897,10,4,325.63,1302.52,2023-03-14
176,237,46,2,262.77,525.54,2023-09-19
177,176,38,1,203.61,203.61,2024-01-05
178,795,50,3,195.76,587.28,2024-05-21
179,341,25,4,113.88,455.52,2024-01-02
180,271,4,1,382.91,382.91,2024-01-14
181,73,27,2,241.42,482.84,2023-09-05
182,860,17,3,112.35,337.04999999999995,2024-01-12
183,41,42,2,150.83,301.66,2023-07-31
184,493,40,3,107.62,322.86,2024-01-04
185,757,23,3,412.87,1238.6100000000001,2024-04-24
186,436,47,4,141.12,564.48,2024-07-28
187,737,46,1,262.77,262.77,2023-10-26
188,944,34,4,329.3,1317.2,2023-07-22
189,61,50,3,195.76,587.28,2023-11-10
190,161,11,4,33.61,134.44,2023-12-04
191,606,48,3,419.39,1258.17,2024-10-11
192,338,38,3,203.61,610.83,2023-10-02
193,164,13,4,478.83,1915.32,2024-11-16
194,387,10,2,325.63,651.26,2024-08-25
195,750,8,3,61.63,184.89000000000001,2024-05-08
196,490,17,1,112.35,112.35,2024-05-23
197,390,43,1,190.22,190.22,2023-10-22
198,369,28,1,441.28,441.28,2024-11-24
199,549,9,2,393.09,786.18,2024-07-21
200,187,21,2,386.11,772.22,2024-03-20
201,570,43,3,190.22,570.66,2023-07-07
202,742,40,4,107.62,430.48,2024-09-17
203,252,43,1,190.22,190.22,2023-12-01
204,92,18,2,190.67,381.34,2023-03-04
205,662,11,2,33.61,67.22,2023-07-04
206,205,4,2,382.91,765.82,2023-09-13
207,135,43,2,190.22,380.44,2023-03-29
208,836,28,3,441.28,1323.84,2023-05-09
209,823,3,2,483.36,966.72,2023-05-01
210,385,38,2,203.61,407.22,2023-12-07
211,925,5,1,475.88,475.88,2024-12-14
212,860,21,2,386.11,772.22,2024-03-30
213,963,45,3,64.64,193.92000000000002,2024-08-18
214,595,35,4,371.91,1487.64,2023-03-10
215,129,4,4,382.91,1531.64,2024-03-19
216,283,42,3,150.83,452.49,2024-10-26
217,277,24,1,426.67,426.67,2023-11-07
218,814,32,3,154.7,464.09999999999997,2024-01-24
219,548,46,2,262.77,525.54,2023-06-26
220,362,39,4,359.47,1437.88,2023-04-07
221,881,21,1,386.11,386.11,2023-05-17
222,6,45,3,64.64,193.92000000000002,2023-02-08
223,662,41,2,446.21,892.42,2023-09-18
224,426,23,1,412.87,412.87,2023-03-17
225,471,16,3,234.27,702.8100000000001,2024-02-18
226,825,22,1,214.09,214.09,2023-10-12
227,239,37,3,325.97,977.9100000000001,2024-10-14
228,672,46,4,262.77,1051.08,2024-05-09
229,624,23,1,412.87,412.87,2024-02-05
230,247,40,1,107.62,107.62,2024-03-25
231,485,6,4,354.24,1416.96,2023-01-18
232,606,22,2,214.09,428.18,2023-10-16
233,414,17,2,112.35,224.7,2023-08-23
234,416,42,3,150.83,452.49,2024-09-25
235,650,47,4,141.12,564.48,2023-04-25
236,932,34,1,329.3,329.3,2023-08-22
237,540,11,2,33.61,67.22,2024-11-09
238,247,47,2,141.12,282.24,2023-05-07
239,147,15,2,222.04,444.08,2024-02-16
240,664,8,3,61.63,184.89000000000001,2024-05-23
241,137,47,1,141.12,141.12,2024-04-25
242,19,3,2,483.36,966.72,2023-06-24
243,449,29,2,115.71,231.42,2023-12-20
244,499,13,2,478.83,957.66,2023-04-03
245,944,47,1,141.12,141.12,2024-07-13
246,433,29,3,115.71,347.13,2024-10-01
247,856,26,1,332.1,332.1,2023-03-12
248,269,5,2,475.88,951.76,2023-11-01
249,451,7,2,156.05,312.1,2023-04-13
250,821,1,1,359.39,359.39,2024-07-27
251,529,43,1,190.22,190.22,2023-09-08
252,765,3,3,483.36,1450.08,2024-06-24
253,629,43,4,190.22,760.88,2024-01-15
254,144,25,2,113.88,227.76,2024-10-29
255,73,1,1,359.39,359.39,2024-05-19
256,598,16,1,234.27,234.27,2024-05-13
257,364,41,3,446.21,1338.6299999999999,2024-12-18
258,413,19,3,191.21,573.63,2024-03-04
259,783,3,3,483.36,1450.08,2024-11-23
260,942,30,1,342.13,342.13,2023-08-20
261,658,48,2,419.39,838.78,2024-10-09
262,534,6,4,354.24,1416.96,2023-07-04
263,872,36,3,164.66,493.98,2023-04-26
264,825,49,1,17.2,17.2,2023-03-23
265,834,13,1,478.83,478.83,2023-12-01
266,532,29,3,115.71,347.13,2023-11-19
267,851,3,2,483.36,966.72,2023-07-25
268,832,40,3,107.62,322.86,2024-07-27
269,644,11,2,33.61,67.22,2024-04-23
270,619,32,3,154.7,464.09999999999997,2024-02-18
271,235,2,2,336.53,673.06,2023-09-13
272,561,9,4,393.09,1572.36,2024-11-01
273,124,34,1,329.3,329.3,2024-05-18
274,719,48,1,419.39,419.39,2023-05-16
275,201,37,4,325.97,1303.88,2024-03-04
276,830,39,4,359.47,1437.88,2023-11-10
277,500,17,3,112.35,337.04999999999995,2024-04-29
278,211,44,1,38.47,38.47,2024-07-24
279,583,28,1,441.28,441.28,2023-08-08
280,902,29,2,115.71,231.42,2024-02-05
281,400,23,3,412.87,1238.6100000000001,2024-07-29
282,858,36,2,164.66,329.32,2024-04-29
283,757,22,2,214.09,428.18,2024-11-12
284,445,13,3,478.83,1436.49,2023-02-23
285,528,8,4,61.63,246.52,2023-02-28
286,825,40,1,107.62,107.62,2024-01-21
287,606,30,4,342.13,1368.52,2024-10-11
288,300,11,3,33.61,100.83,2023-12-02
289,593,26,2,332.1,664.2,2023-06-27
290,396,26,3,332.1,996.3000000000001,2024-10-19
291,318,32,1,154.7,154.7,2024-01-19
292,62,38,1,203.61,203.61,2023-08-27
293,195,38,3,203.61,610.83,2023-08-10
294,61,1,2,359.39,718.78,2024-11-15
295,992,28,1,441.28,441.28,2024-01-13
296,622,13,3,478.83,1436.49,2024-08-08
297,999,15,3,222.04,666.12,2024-01-23
298,480,23,3,412.87,1238.6100000000001,2023-12-06
299,869,20,4,35.65,142.6,2023-06-10
300,540,8,1,61.63,61.63,2024-11-07
301,575,22,2,214.09,428.18,2024-02-09
302,608,35,3,371.91,1115.73,2024-05-31
303,828,46,2,262.77,525.54,2024-11-18
304,902,25,4,113.88,455.52,2024-01-01
305,699,40,3,107.62,322.86,2024-03-30
306,104,13,2,478.83,957.66,2023-09-15
307,264,11,1,33.61,33.61,2023-07-01
308,893,38,4,203.61,814.44,2023-01-27
309,276,12,3,186.42,559.26,2023-04-01
310,480,10,3,325.63,976.89,2023-12-31
311,859,35,3,371.91,1115.73,2024-10-16
312,400,13,1,478.83,478.83,2024-04-03
313,699,21,3,386.11,1158.33,2024-05-22
314,304,35,2,371.91,743.82,2023-06-15
315,415,14,4,255.2,1020.8,2023-04-24
316,433,32,4,154.7,618.8,2024-11-25
317,207,43,2,190.22,380.44,2023-12-21
318,515,16,1,234.27,234.27,2023-05-05
319,138,19,1,191.21,191.21,2023-03-09
320,573,29,3,115.71,347.13,2023-01-19
321,683,2,2,336.53,673.06,2024-07-26
322,939,25,4,113.88,455.52,2023-02-17
323,211,23,4,412.87,1651.48,2024-10-12
324,622,34,3,329.3,987.9000000000001,2024-06-23
325,709,5,3,475.88,1427.6399999999999,2024-10-22
326,780,50,4,195.76,783.04,2023-04-23
327,170,20,2,35.65,71.3,2023-01-14
328,715,32,3,154.7,464.09999999999997,2023-07-08
329,914,27,3,241.42,724.26,2024-11-24
330,722,23,3,412.87,1238.6100000000001,2023-10-04
331,940,5,3,475.88,1427.6399999999999,2024-02-29
332,571,25,1,113.88,113.88,2023-07-01
333,458,22,3,214.09,642.27,2023-03-05
334,839,4,1,382.91,382.91,2024-10-16
335,616,12,2,186.42,372.84,2024-12-26
336,754,47,1,141.12,141.12,2023-04-03
337,430,14,2,255.2,510.4,2024-02-08
338,434,48,1,419.39,419.39,2024-01-10
339,59,43,3,190.22,570.66,2023-10-23
340,118,20,2,35.65,71.3,2023-06-15
341,643,28,4,441.28,1765.12,2023-03-31
342,94,13,1,478.83,478.83,2024-03-13
343,538,11,4,33.61,134.44,2023-05-30
344,660,8,1,61.63,61.63,2023-10-23
345,986,30,1,342.13,342.13,2024-10-01
346,340,16,2,234.27,468.54,2024-06-02
347,976,45,3,64.64,193.92000000000002,2023-08-27
348,952,48,3,419.39,1258.17,2023-06-30
349,215,24,4,426.67,1706.68,2024-05-25
350,73,35,3,371.91,1115.73,2023-07-31
351,805,42,1,150.83,150.83,2023-08-11
352,631,8,3,61.63,184.89000000000001,2024-08-29
353,885,30,2,342.13,684.26,2023-10-03
354,380,39,1,359.47,359.47,2024-09-22
355,268,49,1,17.2,17.2,2023-03-05
356,810,30,1,342.13,342.13,2024-05-08
357,523,34,2,329.3,658.6,2023-03-12
358,364,34,3,329.3,987.9000000000001,2023-10-03
359,50,38,4,203.61,814.44,2024-07-17
360,783,37,4,325.97,1303.88,2024-09-29
361,808,8,4,61.63,246.52,2023-08-24
362,56,23,4,412.87,1651.48,2023-04-20
363,192,8,1,61.63,61.63,2024-07-21
364,60,10,3,325.63,976.89,2024-06-23
365,49,36,1,164.66,164.66,2023-01-13
366,992,36,1,164.66,164.66,2023-03-27
367,516,31,2,307.8,615.6,2023-06-15
368,383,24,3,426.67,1280.01,2024-01-11
369,471,22,2,214.09,428.18,2023-01-31
370,375,11,4,33.61,134.44,2023-10-29
371,96,5,4,475.88,1903.52,2024-04-30
372,266,40,4,107.62,430.48,2023-08-26
373,920,35,4,371.91,1487.64,2023-04-22
374,828,23,1,412.87,412.87,2023-03-06
375,247,31,3,307.8,923.4000000000001,2024-05-04
376,825,42,1,150.83,150.83,2023-07-03
377,226,9,2,393.09,786.18,2023-03-30
378,688,18,3,190.67,572.01,2024-02-03
379,106,15,3,222.04,666.12,2024-05-17
380,679,13,1,478.83,478.83,2023-02-01
381,393,40,4,107.62,430.48,2023-08-06
382,731,21,2,386.11,772.22,2024-12-20
383,201,12,4,186.42,745.68,2023-02-07
384,211,7,1,156.05,156.05,2023-08-15
385,48,18,4,190.67,762.68,2024-03-14
386,807,4,3,382.91,1148.73,2023-12-11
387,224,40,1,107.62,107.62,2023-08-17
388,390,19,1,191.21,191.21,2023-07-07
389,858,14,3,255.2,765.5999999999999,2023-11-06
390,132,39,4,359.47,1437.88,2024-11-02
391,187,38,3,203.61,610.83,2024-02-26
392,120,28,1,441.28,441.28,2024-03-26
393,412,3,1,483.36,483.36,2024-12-20
394,406,32,1,154.7,154.7,2024-02-26
395,712,8,2,61.63,123.26,2023-07-04
396,6,14,4,255.2,1020.8,2024-09-02
397,906,3,4,483.36,1933.44,2024-11-29
398,76,49,3,17.2,51.599999999999994,2023-12-15
399,255,5,2,475.88,951.76,2023-11-04
400,345,41,3,446.21,1338.6299999999999,2024-12-25
401,762,20,3,35.65,106.94999999999999,2024-01-18
402,406,4,1,382.91,382.91,2024-07-10
403,639,42,2,150.83,301.66,2023-10-03
404,500,13,1,478.83,478.83,2024-04-25
405,897,15,1,222.04,222.04,2023-09-30
406,920,8,2,61.63,123.26,2023-04-19
407,279,46,4,262.77,1051.08,2023-11-11
408,474,47,3,141.12,423.36,2023-08-17
409,497,28,1,441.28,441.28,2024-12-01
410,272,2,2,336.53,673.06,2024-12-22
411,511,17,2,112.35,224.7,2023-01-13
412,608,50,1,195.76,195.76,2023-08-26
413,94,18,1,190.67,190.67,2023-06-20
414,981,30,1,342.13,342.13,2024-09-15
415,567,17,4,112.35,449.4,2024-04-11
416,628,15,1,222.04,222.04,2023-06-29
417,714,44,3,38.47,115.41,2024-07-18
418,471,30,1,342.13,342.13,2023-11-04
419,649,47,1,141.12,141.12,2023-02-13
420,739,11,2,33.61,67.22,2024-12-20
421,265,32,3,154.7,464.09999999999997,2023-05-20
422,481,45,2,64.64,129.28,2023-03-13
423,667,12,1,186.42,186.42,2023-04-17
424,232,42,2,150.83,301.66,2023-05-19
425,615,43,3,190.22,570.66,2023-09-30
426,481,32,2,154.7,309.4,2024-12-25
427,853,40,3,107.62,322.86,2024-07-21
428,390,22,2,214.09,428.18,2024-09-05
429,933,45,4,64.64,258.56,2024-05-13
430,822,8,1,61.63,61.63,2023-08-15
431,371,11,4,33.61,134.44,2023-05-29
432,115,2,3,336.53,1009.5899999999999,2023-04-14
433,851,39,4,359.47,1437.88,2023-09-30
434,6,19,4,191.21,764.84,2023-01-28
435,962,38,3,203.61,610.83,2023-10-20
436,371,4,2,382.91,765.82,2023-08-06
437,177,43,4,190.22,760.88,2023-02-27
438,269,32,1,154.7,154.7,2023-04-15
439,228,46,3,262.77,788.31,2023-07-05
440,252,35,2,371.91,743.82,2024-11-26
441,796,1,2,359.39,718.78,2023-07-29
442,816,40,1,107.62,107.62,2024-03-22
443,460,8,4,61.63,246.52,2024-12-20
444,370,4,2,382.91,765.82,2024-05-06
445,923,9,3,393.09,1179.27,2023-07-03
446,588,31,4,307.8,1231.2,2024-01-10
447,654,45,1,64.64,64.64,2024-05-25
448,802,3,2,483.36,966.72,2024-05-24
449,630,42,1,150.83,150.83,2023-10-09
450,916,40,2,107.62,215.24,2023-07-30
451,835,24,1,426.67,426.67,2023-07-14
452,954,27,4,241.42,965.68,2023-04-23
453,271,35,4,371.91,1487.64,2023-04-15
454,693,44,2,38.47,76.94,2024-11-17
455,162,23,3,412.87,1238.6100000000001,2024-03-09
456,852,12,3,186.42,559.26,2023-05-12
457,87,48,3,419.39,1258.17,2024-01-03
458,129,25,2,113.88,227.76,2024-10-31
459,899,21,1,386.11,386.11,2024-03-08
460,628,22,1,214.09,214.09,2024-03-21
461,481,38,1,203.61,203.61,2023-05-23
462,250,46,4,262.77,1051.08,2023-10-29
463,25,21,4,386.11,1544.44,2023-03-11
464,625,43,4,190.22,760.88,2023-12-30
465,303,23,4,412.87,1651.48,2023-04-01
466,530,21,4,386.11,1544.44,2024-12-26
467,872,23,4,412.87,1651.48,2024-07-05
468,242,10,1,325.63,325.63,2023-06-29
469,712,11,1,33.61,33.61,2023-07-11
470,5,45,1,64.64,64.64,2023-11-07
471,549,45,2,64.64,129.28,2023-07-16
472,585,48,2,419.39,838.78,2024-03-24
473,360,30,3,342.13,1026.3899999999999,2023-04-18
474,844,39,2,359.47,718.94,2024-12-17
475,891,8,3,61.63,184.89000000000001,2024-03-20
476,893,28,2,441.28,882.56,2024-08-28
477,457,39,3,359.47,1078.41,2024-11-28
478,981,47,2,141.12,282.24,2023-09-04
479,543,25,4,113.88,455.52,2024-03-14
480,278,40,1,107.62,107.62,2023-04-21
481,385,1,1,359.39,359.39,2023-07-10
482,490,42,1,150.83,150.83,2023-12-01
483,209,22,2,214.09,428.18,2024-09-02
484,208,8,2,61.63,123.26,2024-11-17
485,785,17,2,112.35,224.7,2024-08-24
486,653,17,2,112.35,224.7,2024-05-10
487,590,45,2,64.64,129.28,2023-06-12
488,366,14,3,255.2,765.5999999999999,2023-03-13
489,445,15,2,222.04,444.08,2024-05-23
490,795,13,1,478.83,478.83,2024-02-19
491,245,35,4,371.91,1487.64,2023-01-06
492,709,22,2,214.09,428.18,2024-02-11
493,217,34,2,329.3,658.6,2023-01-05
494,986,20,2,35.65,71.3,2024-12-10
495,571,50,2,195.76,391.52,2024-01-23
496,785,14,2,255.2,510.4,2023-01-13
497,903,44,3,38.47,115.41,2024-02-03
498,19,43,3,190.22,570.66,2024-02-23
499,337,35,3,371.91,1115.73,2024-09-03
500,675,32,2,154.7,309.4,2024-03-07
501,44,40,4,107.62,430.48,2023-11-13
502,381,17,3,112.35,337.04999999999995,2023-12-29
503,50,1,3,359.39,1078.17,2023-06-13
504,141,6,2,354.24,708.48,2023-05-08
505,398,37,4,325.97,1303.88,2024-04-07
506,751,4,4,382.91,1531.64,2023-07-06
507,720,28,4,441.28,1765.12,2023-07-09
508,388,45,2,64.64,129.28,2023-10-11
509,864,45,2,64.64,129.28,2023-10-14
510,771,8,4,61.63,246.52,2023-06-20
511,159,9,3,393.09,1179.27,2024-07-10
512,962,8,3,61.63,184.89000000000001,2024-05-18
513,876,39,2,359.47,718.94,2023-05-05
514,313,16,3,234.27,702.8100000000001,2024-04-02
515,230,18,2,190.67,381.34,2023-07-16
516,885,29,3,115.71,347.13,2024-07-25
517,610,43,2,190.22,380.44,2023-06-22
518,663,5,2,475.88,951.76,2024-09-25
519,494,44,4,38.47,153.88,2023-04-03
520,919,6,4,354.24,1416.96,2024-09-09
521,146,15,4,222.04,888.16,2024-08-30
522,457,37,2,325.97,651.94,2023-07-31
523,6,48,4,419.39,1677.56,2024-03-22
524,835,42,3,150.83,452.49,2024-02-05
525,96,4,3,382.91,1148.73,2024-03-27
526,849,41,3,446.21,1338.6299999999999,2024-02-20
527,726,6,3,354.24,1062.72,2024-06-17
528,193,20,2,35.65,71.3,2024-05-29
529,393,12,3,186.42,559.26,2023-09-27
530,225,18,1,190.67,190.67,2023-09-08
531,233,9,3,393.09,1179.27,2024-12-14
532,83,47,1,141.12,141.12,2023-02-16
533,884,23,2,412.87,825.74,2023-10-08
534,924,34,1,329.3,329.3,2023-09-05
535,368,47,1,141.12,141.12,2024-08-08
536,718,42,1,150.83,150.83,2024-05-08
537,314,30,3,342.13,1026.3899999999999,2024-09-30
538,937,25,2,113.88,227.76,2023-12-21
539,116,48,2,419.39,838.78,2023-04-09
540,459,11,1,33.61,33.61,2024-02-09
541,214,45,3,64.64,193.92000000000002,2024-05-17
542,721,2,4,336.53,1346.12,2023-05-01
543,810,18,2,190.67,381.34,2023-11-27
544,784,49,3,17.2,51.599999999999994,2024-06-13
545,483,26,4,332.1,1328.4,2023-09-19
546,953,44,3,38.47,115.41,2024-03-06
547,239,48,2,419.39,838.78,2023-03-17
548,700,13,4,478.83,1915.32,2024-10-03
549,474,27,3,241.42,724.26,2024-08-13
550,72,7,3,156.05,468.15000000000003,2024-07-28
551,1000,12,1,186.42,186.42,2024-07-08
552,17,17,4,112.35,449.4,2024-06-03
553,837,26,4,332.1,1328.4,2024-09-21
554,861,47,4,141.12,564.48,2024-09-04
555,926,23,4,412.87,1651.48,2023-03-12
556,180,37,1,325.97,325.97,2023-07-14
557,911,36,3,164.66,493.98,2024-03-11
558,787,13,2,478.83,957.66,2023-01-21
559,64,37,3,325.97,977.9100000000001,2023-11-07
560,285,20,1,35.65,35.65,2023-06-13
561,898,22,4,214.09,856.36,2023-05-26
562,965,36,2,164.66,329.32,2023-02-14
563,787,23,2,412.87,825.74,2024-10-14
564,427,29,4,115.71,462.84,2024-06-17
565,692,47,4,141.12,564.48,2024-07-03
566,582,47,3,141.12,423.36,2024-03-16
567,148,9,4,393.09,1572.36,2024-01-23
568,50,18,1,190.67,190.67,2024-09-29
569,587,37,2,325.97,651.94,2023-10-27
570,802,13,2,478.83,957.66,2024-10-10
571,618,31,3,307.8,923.4000000000001,2024-08-02
572,147,42,2,150.83,301.66,2023-06-08
573,384,35,1,371.91,371.91,2023-07-08
574,415,19,3,191.21,573.63,2023-06-30
575,288,2,3,336.53,1009.5899999999999,2023-05-18
576,130,2,4,336.53,1346.12,2023-05-24
577,16,46,3,262.77,788.31,2023-09-02
578,927,43,4,190.22,760.88,2023-05-09
579,907,21,4,386.11,1544.44,2023-11-23
580,410,47,2,141.12,282.24,2024-08-29
581,721,33,3,76.93,230.79000000000002,2023-12-14
582,992,1,3,359.39,1078.17,2023-06-30
583,618,7,2,156.05,312.1,2024-09-09
584,792,4,4,382.91,1531.64,2024-06-14
585,410,11,4,33.61,134.44,2023-06-20
586,331,45,3,64.64,193.92000000000002,2023-01-12
587,195,42,3,150.83,452.49,2023-07-01
588,962,49,4,17.2,68.8,2023-11-12
